username,content,Lingkungan,Harga,Pemandangan,cleaning,hapusEmoji,replaceTOM,caseFolding,tokenizing,formalisasi,stopwordRemoval,stemming
Indri Lutviani,"Lokasi mudah dijangkau,  jalannya juga bagus memang kawasan wisata yg ruamee banget rombongan bus,  travel,  mobil pribadi,  motor.   …",,,Positif,Lokasi mudah dijangkau   jalannya juga bagus memang kawasan wisata yg ruamee banget rombongan bus   travel   mobil pribadi   motor    …,Lokasi mudah dijangkau   jalannya juga bagus memang kawasan wisata yg ruamee banget rombongan bus   travel   mobil pribadi   motor    ,Lokasi mudah dijangkau jalannya juga bagus memang kawasan wisata yg ruamee banget rombongan bus travel mobil pribadi motor ,lokasi mudah dijangkau jalannya juga bagus memang kawasan wisata yg ruamee banget rombongan bus travel mobil pribadi motor ,"['lokasi', 'mudah', 'dijangkau', 'jalannya', 'juga', 'bagus', 'memang', 'kawasan', 'wisata', 'yg', 'ruamee', 'banget', 'rombongan', 'bus', 'travel', 'mobil', 'pribadi', 'motor']","['lokasi', 'mudah', 'dijangkau', 'jalannya', 'juga', 'bagus', 'memang', 'kawasan', 'wisata', 'yang', 'ruamee', 'banget', 'rombongan', 'bus', 'travel', 'mobil', 'pribadi', 'motor']","['lokasi', 'mudah', 'dijangkau', 'jalannya', 'bagus', 'kawasan', 'wisata', 'ruamee', 'banget', 'rombongan', 'bus', 'travel', 'mobil', 'pribadi', 'motor']","['lokasi', 'mudah', 'jangkau', 'jalan', 'bagus', 'kawasan', 'wisata', 'ruamee', 'banget', 'rombong', 'bus', 'travel', 'mobil', 'pribadi', 'motor']"
Noviana Amelia,"Kesini sudah beberapa kali,  karena rumah nenek deket dari sini.   Mungkin sekitar 30 menitan.   Jalanan menuju sana menurutku sudah bagus dan jelas.   Harga tiket juga masih terjangkau.   …",,Positif,Positif,Kesini sudah beberapa kali   karena rumah nenek deket dari sini    Mungkin sekitar 30 menitan    Jalanan menuju sana menurutku sudah bagus dan jelas    Harga tiket juga masih terjangkau    …,Kesini sudah beberapa kali   karena rumah nenek deket dari sini    Mungkin sekitar 30 menitan    Jalanan menuju sana menurutku sudah bagus dan jelas    Harga tiket juga masih terjangkau    ,Kesini sudah beberapa kali karena rumah nenek deket dari sini Mungkin sekitar 30 menitan Jalanan menuju sana menurutku sudah bagus dan jelas Harga tiket juga masih terjangkau ,kesini sudah beberapa kali karena rumah nenek deket dari sini mungkin sekitar 30 menitan jalanan menuju sana menurutku sudah bagus dan jelas harga tiket juga masih terjangkau ,"['kesini', 'sudah', 'beberapa', 'kali', 'karena', 'rumah', 'nenek', 'deket', 'dari', 'sini', 'mungkin', 'sekitar', '30', 'menitan', 'jalanan', 'menuju', 'sana', 'menurutku', 'sudah', 'bagus', 'dan', 'jelas', 'harga', 'tiket', 'juga', 'masih', 'terjangkau']","['kesini', 'sudah', 'beberapa', 'kali', 'karena', 'rumah', 'nenek', 'deket', 'dari', 'sini', 'mungkin', 'sekitar', '30', 'menitan', 'jalanan', 'menuju', 'sana', 'menurutku', 'sudah', 'bagus', 'dan', 'jelas', 'harga', 'tiket', 'juga', 'masih', 'terjangkau']","['kesini', 'kali', 'rumah', 'nenek', 'deket', '30', 'menitan', 'jalanan', 'menurutku', 'bagus', 'harga', 'tiket', 'terjangkau']","['kesini', 'kali', 'rumah', 'nenek', 'deket', '30', 'menit', 'jalan', 'turut', 'bagus', 'harga', 'tiket', 'jangkau']"
Re Wijaya,"Kawasan wisata yang adem,  sejuk,  bagus buat weekend bersama keluarga atau sekedar nongky2 nyari sate kelinci dan wedang ronde.   Posisi ada di desa Ngluweng,  Ngancar Sarangan kecamatan Plaosan,  mudah di jangkau baik dari Magetan ataupun Tawangmangu.   Wisatawan bisa naik speedboat atau naik kuda berkeliling telaga.  ",Positif,,Positif,Kawasan wisata yang adem   sejuk   bagus buat weekend bersama keluarga atau sekedar nongky2 nyari sate kelinci dan wedang ronde    Posisi ada di desa Ngluweng   Ngancar Sarangan kecamatan Plaosan   mudah di jangkau baik dari Magetan ataupun Tawangmangu    Wisatawan bisa naik speedboat atau naik kuda berkeliling telaga,Kawasan wisata yang adem   sejuk   bagus buat weekend bersama keluarga atau sekedar nongky2 nyari sate kelinci dan wedang ronde    Posisi ada di desa Ngluweng   Ngancar Sarangan kecamatan Plaosan   mudah di jangkau baik dari Magetan ataupun Tawangmangu    Wisatawan bisa naik speedboat atau naik kuda berkeliling telaga,Kawasan wisata yang adem sejuk bagus buat weekend bersama keluarga atau sekedar nongky2 nyari sate kelinci dan wedang ronde Posisi ada di desa Ngluweng Ngancar Sarangan kecamatan Plaosan mudah di jangkau baik dari Magetan ataupun Tawangmangu Wisatawan bisa naik speedboat atau naik kuda berkeliling telaga,kawasan wisata yang adem sejuk bagus buat weekend bersama keluarga atau sekedar nongky2 nyari sate kelinci dan wedang ronde posisi ada di desa ngluweng ngancar sarangan kecamatan plaosan mudah di jangkau baik dari magetan ataupun tawangmangu wisatawan bisa naik speedboat atau naik kuda berkeliling telaga,"['kawasan', 'wisata', 'yang', 'adem', 'sejuk', 'bagus', 'buat', 'weekend', 'bersama', 'keluarga', 'atau', 'sekedar', 'nongky2', 'nyari', 'sate', 'kelinci', 'dan', 'wedang', 'ronde', 'posisi', 'ada', 'di', 'desa', 'ngluweng', 'ngancar', 'sarangan', 'kecamatan', 'plaosan', 'mudah', 'di', 'jangkau', 'baik', 'dari', 'magetan', 'ataupun', 'tawangmangu', 'wisatawan', 'bisa', 'naik', 'speedboat', 'atau', 'naik', 'kuda', 'berkeliling', 'telaga']","['kawasan', 'wisata', 'yang', 'adem', 'sejuk', 'bagus', 'buat', 'weekend', 'bersama', 'keluarga', 'atau', 'sekedar', 'nongky2', 'mencari', 'sate', 'kelinci', 'dan', 'wedang', 'ronde', 'posisi', 'ada', 'di', 'desa', 'ngluweng', 'ngancar', 'sarangan', 'kecamatan', 'plaosan', 'mudah', 'di', 'jangkau', 'baik', 'dari', 'magetan', 'ataupun', 'tawangmangu', 'wisatawan', 'bisa', 'naik', 'speedboat', 'atau', 'naik', 'kuda', 'berkeliling', 'telaga']","['kawasan', 'wisata', 'adem', 'sejuk', 'bagus', 'weekend', 'keluarga', 'sekedar', 'nongky2', 'mencari', 'sate', 'kelinci', 'wedang', 'ronde', 'posisi', 'desa', 'ngluweng', 'ngancar', 'sarangan', 'kecamatan', 'plaosan', 'mudah', 'jangkau', 'magetan', 'tawangmangu', 'wisatawan', 'speedboat', 'kuda', 'berkeliling', 'telaga']","['kawasan', 'wisata', 'adem', 'sejuk', 'bagus', 'weekend', 'keluarga', 'dar', 'nongky2', 'cari', 'sate', 'kelinci', 'wedang', 'ronde', 'posisi', 'desa', 'ngluweng', 'ngancar', 'sarangan', 'camat', 'plaosan', 'mudah', 'jangkau', 'magetan', 'tawangmangu', 'wisatawan', 'speedboat', 'kuda', 'keliling', 'telaga']"
Ika Vibrianti20,Kesini pas weekday jadi gak terlalu rame.  suasana sejuk polll.  viewnya juga indah bgt.  naek speedboat 3X putaran masih nagih pengen naek lagi.  seru bgt soalnya.  ,Positif,,Positif,Kesini pas weekday jadi gak terlalu rame   suasana sejuk polll   viewnya juga indah bgt   naek speedboat 3X putaran masih nagih pengen naek lagi   seru bgt soalnya,Kesini pas weekday jadi gak terlalu rame   suasana sejuk polll   viewnya juga indah bgt   naek speedboat 3X putaran masih nagih pengen naek lagi   seru bgt soalnya,Kesini pas weekday jadi gak terlalu rame suasana sejuk pol viewnya juga indah bgt naek speedboat 3X putaran masih nagih pengen naek lagi seru bgt soalnya,kesini pas weekday jadi gak terlalu rame suasana sejuk pol viewnya juga indah bgt naek speedboat 3x putaran masih nagih pengen naek lagi seru bgt soalnya,"['kesini', 'pas', 'weekday', 'jadi', 'gak', 'terlalu', 'rame', 'suasana', 'sejuk', 'pol', 'viewnya', 'juga', 'indah', 'bgt', 'naek', 'speedboat', '3x', 'putaran', 'masih', 'nagih', 'pengen', 'naek', 'lagi', 'seru', 'bgt', 'soalnya']","['kesini', 'pas', 'weekday', 'jadi', 'gak', 'terlalu', 'ramai', 'suasana', 'sejuk', 'pol', 'viewnya', 'juga', 'indah', 'banget', 'naek', 'speedboat', '3x', 'putaran', 'masih', 'nagih', 'pengen', 'naek', 'lagi', 'seru', 'banget', 'soalnya']","['kesini', 'pas', 'weekday', 'gak', 'ramai', 'suasana', 'sejuk', 'pol', 'viewnya', 'indah', 'banget', 'naek', 'speedboat', '3x', 'putaran', 'nagih', 'pengen', 'naek', 'seru', 'banget']","['kesini', 'pas', 'weekday', 'gak', 'ramai', 'suasana', 'sejuk', 'pol', 'viewnya', 'indah', 'banget', 'naek', 'speedboat', '3x', 'putar', 'nagih', 'ken', 'naek', 'seru', 'banget']"
Saskia Wahyuningtyas,"salah banget memilih berlibur ke sini di penghujung desember.   anginnya super kenceng dan air telaganya surut.   pas malem-malem nyempetin buat jalan-jalan di sekitar telaga buat nyari makan,  jadi ga nyaman pol.   pas makan sate kelinci sampe …",Positif,,,salah banget memilih berlibur ke sini di penghujung desember    anginnya super kenceng dan air telaganya surut    pas malem malem nyempetin buat jalan jalan di sekitar telaga buat nyari makan   jadi ga nyaman pol    pas makan sate kelinci sampe …,salah banget memilih berlibur ke sini di penghujung desember    anginnya super kenceng dan air telaganya surut    pas malem malem nyempetin buat jalan jalan di sekitar telaga buat nyari makan   jadi ga nyaman pol    pas makan sate kelinci sampe ,salah banget memilih berlibur ke sini di penghujung desember anginnya super kenceng dan air telaganya surut pas malem malem nyempetin buat jalan jalan di sekitar telaga buat nyari makan jadi ga nyaman pol pas makan sate kelinci sampe ,salah banget memilih berlibur ke sini di penghujung desember anginnya super kenceng dan air telaganya surut pas malem malem nyempetin buat jalan jalan di sekitar telaga buat nyari makan jadi ga nyaman pol pas makan sate kelinci sampe ,"['salah', 'banget', 'memilih', 'berlibur', 'ke', 'sini', 'di', 'penghujung', 'desember', 'anginnya', 'super', 'kenceng', 'dan', 'air', 'telaganya', 'surut', 'pas', 'malem', 'malem', 'nyempetin', 'buat', 'jalan', 'jalan', 'di', 'sekitar', 'telaga', 'buat', 'nyari', 'makan', 'jadi', 'ga', 'nyaman', 'pol', 'pas', 'makan', 'sate', 'kelinci', 'sampe']","['salah', 'banget', 'memilih', 'berlibur', 'ke', 'sini', 'di', 'penghujung', 'desember', 'anginnya', 'super', 'kenceng', 'dan', 'air', 'telaganya', 'surut', 'pas', 'malam', 'malam', 'nyempetin', 'buat', 'jalan', 'jalan', 'di', 'sekitar', 'telaga', 'buat', 'mencari', 'makan', 'jadi', 'ga', 'nyaman', 'pol', 'pas', 'makan', 'sate', 'kelinci', 'sampai']","['salah', 'banget', 'memilih', 'berlibur', 'penghujung', 'desember', 'anginnya', 'super', 'kenceng', 'air', 'telaganya', 'surut', 'pas', 'malam', 'malam', 'nyempetin', 'jalan', 'jalan', 'telaga', 'mencari', 'makan', 'ga', 'nyaman', 'pol', 'pas', 'makan', 'sate', 'kelinci']","['salah', 'banget', 'pilih', 'libur', 'hujung', 'desember', 'angin', 'super', 'kenceng', 'air', 'telaga', 'surut', 'pas', 'malam', 'malam', 'nyempetin', 'jalan', 'jalan', 'telaga', 'cari', 'makan', 'ga', 'nyaman', 'pol', 'pas', 'makan', 'sate', 'kelinci']"
Rubiani Ubaid,"Waktu kami kesini pas liburan sekolah,  jd lalu lintas lumayan padat.   Untuk sampai ke lokasi Jln berkelok2 naik turun jd harus waspada.  
Banyak penginapan di sekutar telaga  sarangan.   …",,,,"Waktu kami kesini pas liburan sekolah   jd lalu lintas lumayan padat    Untuk sampai ke lokasi Jln berkelok2 naik turun jd harus waspada   
Banyak penginapan di sekutar telaga  sarangan    …","Waktu kami kesini pas liburan sekolah   jd lalu lintas lumayan padat    Untuk sampai ke lokasi Jln berkelok2 naik turun jd harus waspada   
Banyak penginapan di sekutar telaga  sarangan    ","Waktu kami kesini pas liburan sekolah jd lalu lintas lumayan padat Untuk sampai ke lokasi Jln berkelok2 naik turun jd harus waspada 
Banyak penginapan di sekutar telaga  sarangan ","waktu kami kesini pas liburan sekolah jd lalu lintas lumayan padat untuk sampai ke lokasi jln berkelok2 naik turun jd harus waspada 
banyak penginapan di sekutar telaga  sarangan ","['waktu', 'kami', 'kesini', 'pas', 'liburan', 'sekolah', 'jd', 'lalu', 'lintas', 'lumayan', 'padat', 'untuk', 'sampai', 'ke', 'lokasi', 'jln', 'berkelok2', 'naik', 'turun', 'jd', 'harus', 'waspada', 'banyak', 'penginapan', 'di', 'sekutar', 'telaga', 'sarangan']","['waktu', 'kami', 'kesini', 'pas', 'liburan', 'sekolah', 'jadi', 'lalu', 'lintas', 'lumayan', 'padat', 'untuk', 'sampai', 'ke', 'lokasi', 'jalan', 'berkelok2', 'naik', 'turun', 'jadi', 'harus', 'waspada', 'banyak', 'penginapan', 'di', 'sekutar', 'telaga', 'sarangan']","['kesini', 'pas', 'liburan', 'sekolah', 'lintas', 'lumayan', 'padat', 'lokasi', 'jalan', 'berkelok2', 'turun', 'waspada', 'penginapan', 'sekutar', 'telaga', 'sarangan']","['kesini', 'pas', 'libur', 'sekolah', 'lintas', 'lumayan', 'padat', 'lokasi', 'jalan', 'berkelok2', 'turun', 'waspada', 'inap', 'tar', 'telaga', 'sarangan']"
Ricky Setiawan,"Telaga sarangan magetan jawa timur
Jalanya mulus menuju lokasi
Lewat jalur utama jalanya landai ga terlalu tinggi,  …",,,,"Telaga sarangan magetan jawa timur
Jalanya mulus menuju lokasi
Lewat jalur utama jalanya landai ga terlalu tinggi   …","Telaga sarangan magetan jawa timur
Jalanya mulus menuju lokasi
Lewat jalur utama jalanya landai ga terlalu tinggi   ","Telaga sarangan magetan jawa timur
Jalanya mulus menuju lokasi
Lewat jalur utama jalanya landai ga terlalu tinggi ","telaga sarangan magetan jawa timur
jalanya mulus menuju lokasi
lewat jalur utama jalanya landai ga terlalu tinggi ","['telaga', 'sarangan', 'magetan', 'jawa', 'timur', 'jalanya', 'mulus', 'menuju', 'lokasi', 'lewat', 'jalur', 'utama', 'jalanya', 'landai', 'ga', 'terlalu', 'tinggi']","['telaga', 'sarangan', 'magetan', 'jawa', 'timur', 'jalanya', 'mulus', 'menuju', 'lokasi', 'lewat', 'jalur', 'utama', 'jalanya', 'landai', 'ga', 'terlalu', 'tinggi']","['telaga', 'sarangan', 'magetan', 'jawa', 'timur', 'jalanya', 'mulus', 'lokasi', 'jalur', 'utama', 'jalanya', 'landai', 'ga']","['telaga', 'sarangan', 'magetan', 'jawa', 'timur', 'jala', 'mulus', 'lokasi', 'jalur', 'utama', 'jala', 'landai', 'ga']"
noe rina,"Pas kabut turun pas main ke sini.   Objek masih sama,  speedboat,  kuda keliling telaga dan wisata kuliner.   Ada sate kelinci,  sate ayam,  nasi pecel,  dan ada wedang ronde pula.   Tentu jangan lewatkan kios oleh-olehnya ya,  Gais.  ",,,Positif,Pas kabut turun pas main ke sini    Objek masih sama   speedboat   kuda keliling telaga dan wisata kuliner    Ada sate kelinci   sate ayam   nasi pecel   dan ada wedang ronde pula    Tentu jangan lewatkan kios oleh olehnya ya   Gais,Pas kabut turun pas main ke sini    Objek masih sama   speedboat   kuda keliling telaga dan wisata kuliner    Ada sate kelinci   sate ayam   nasi pecel   dan ada wedang ronde pula    Tentu jangan lewatkan kios oleh olehnya ya   Gais,Pas kabut turun pas main ke sini Objek masih sama speedboat kuda keliling telaga dan wisata kuliner Ada sate kelinci sate ayam nasi pecel dan ada wedang ronde pula Tentu jangan lewatkan kios oleh olehnya ya Gais,pas kabut turun pas main ke sini objek masih sama speedboat kuda keliling telaga dan wisata kuliner ada sate kelinci sate ayam nasi pecel dan ada wedang ronde pula tentu jangan lewatkan kios oleh olehnya ya gais,"['pas', 'kabut', 'turun', 'pas', 'main', 'ke', 'sini', 'objek', 'masih', 'sama', 'speedboat', 'kuda', 'keliling', 'telaga', 'dan', 'wisata', 'kuliner', 'ada', 'sate', 'kelinci', 'sate', 'ayam', 'nasi', 'pecel', 'dan', 'ada', 'wedang', 'ronde', 'pula', 'tentu', 'jangan', 'lewatkan', 'kios', 'oleh', 'olehnya', 'ya', 'gais']","['pas', 'kabut', 'turun', 'pas', 'main', 'ke', 'sini', 'objek', 'masih', 'sama', 'speedboat', 'kuda', 'keliling', 'telaga', 'dan', 'wisata', 'kuliner', 'ada', 'sate', 'kelinci', 'sate', 'ayam', 'nasi', 'pecel', 'dan', 'ada', 'wedang', 'ronde', 'pula', 'tentu', 'jangan', 'lewatkan', 'kios', 'oleh', 'olehnya', 'iya', 'gais']","['pas', 'kabut', 'turun', 'pas', 'main', 'objek', 'speedboat', 'kuda', 'keliling', 'telaga', 'wisata', 'kuliner', 'sate', 'kelinci', 'sate', 'ayam', 'nasi', 'pecel', 'wedang', 'ronde', 'lewatkan', 'kios', 'iya', 'gais']","['pas', 'kabut', 'turun', 'pas', 'main', 'objek', 'speedboat', 'kuda', 'keliling', 'telaga', 'wisata', 'kuliner', 'sate', 'kelinci', 'sate', 'ayam', 'nasi', 'pecel', 'wedang', 'ronde', 'lewat', 'kios', 'iya', 'gais']"
Cipto Priyono,"Meskipun sudah tidak lagi begitu dingin,  namun tetap menawarkan keindahan landscape bukit dan danau yang bikin terasa syahdu.   Nikmati kuliner sederhana macam jagung bakar,  sate kelinci atau bakso dalam semikir angin peginingan",Positif,,Positif,Meskipun sudah tidak lagi begitu dingin   namun tetap menawarkan keindahan landscape bukit dan danau yang bikin terasa syahdu    Nikmati kuliner sederhana macam jagung bakar   sate kelinci atau bakso dalam semikir angin peginingan,Meskipun sudah tidak lagi begitu dingin   namun tetap menawarkan keindahan landscape bukit dan danau yang bikin terasa syahdu    Nikmati kuliner sederhana macam jagung bakar   sate kelinci atau bakso dalam semikir angin peginingan,Meskipun sudah tidak lagi begitu dingin namun tetap menawarkan keindahan landscape bukit dan danau yang bikin terasa syahdu Nikmati kuliner sederhana macam jagung bakar sate kelinci atau bakso dalam semikir angin peginingan,meskipun sudah tidak lagi begitu dingin namun tetap menawarkan keindahan landscape bukit dan danau yang bikin terasa syahdu nikmati kuliner sederhana macam jagung bakar sate kelinci atau bakso dalam semikir angin peginingan,"['meskipun', 'sudah', 'tidak', 'lagi', 'begitu', 'dingin', 'namun', 'tetap', 'menawarkan', 'keindahan', 'landscape', 'bukit', 'dan', 'danau', 'yang', 'bikin', 'terasa', 'syahdu', 'nikmati', 'kuliner', 'sederhana', 'macam', 'jagung', 'bakar', 'sate', 'kelinci', 'atau', 'bakso', 'dalam', 'semikir', 'angin', 'peginingan']","['meskipun', 'sudah', 'tidak', 'lagi', 'begitu', 'dingin', 'namun', 'tetap', 'menawarkan', 'keindahan', 'landscape', 'bukit', 'dan', 'danau', 'yang', 'bikin', 'terasa', 'syahdu', 'nikmati', 'kuliner', 'sederhana', 'macam', 'jagung', 'bakar', 'sate', 'kelinci', 'atau', 'bakso', 'dalam', 'semikir', 'angin', 'peginingan']","['dingin', 'menawarkan', 'keindahan', 'landscape', 'bukit', 'danau', 'bikin', 'syahdu', 'nikmati', 'kuliner', 'sederhana', 'jagung', 'bakar', 'sate', 'kelinci', 'bakso', 'semikir', 'angin', 'peginingan']","['dingin', 'tawar', 'indah', 'landscape', 'bukit', 'danau', 'bikin', 'syahdu', 'nikmat', 'kuliner', 'sederhana', 'jagung', 'bakar', 'sate', 'kelinci', 'bakso', 'semikir', 'angin', 'peginingan']"
JUSTIMTIMMY Timur Asy'ari,"Kesini gara-gara viral di TikTok,  telaga yang mirip danau di swiss,  kesini pas weekend,  HTM 20K/orang + parkir motor 5k,  atraksinya bisa speedboat,  naik kuda dan kulineran sate kelinci  ✨",,,,Kesini gara gara viral di TikTok   telaga yang mirip danau di swiss   kesini pas weekend   HTM 20K orang   parkir motor 5k   atraksinya bisa speedboat   naik kuda dan kulineran sate kelinci  ✨,Kesini gara gara viral di TikTok   telaga yang mirip danau di swiss   kesini pas weekend   HTM 20K orang   parkir motor 5k   atraksinya bisa speedboat   naik kuda dan kulineran sate kelinci  ,Kesini gara gara viral di TikTok telaga yang mirip danau di swiss kesini pas weekend HTM 20K orang parkir motor 5k atraksinya bisa speedboat naik kuda dan kulineran sate kelinci  ,kesini gara gara viral di tiktok telaga yang mirip danau di swiss kesini pas weekend htm 20k orang parkir motor 5k atraksinya bisa speedboat naik kuda dan kulineran sate kelinci  ,"['kesini', 'gara', 'gara', 'viral', 'di', 'tiktok', 'telaga', 'yang', 'mirip', 'danau', 'di', 'swiss', 'kesini', 'pas', 'weekend', 'htm', '20k', 'orang', 'parkir', 'motor', '5k', 'atraksinya', 'bisa', 'speedboat', 'naik', 'kuda', 'dan', 'kulineran', 'sate', 'kelinci']","['kesini', 'gara', 'gara', 'viral', 'di', 'tiktok', 'telaga', 'yang', 'mirip', 'danau', 'di', 'swiss', 'kesini', 'pas', 'weekend', 'htm', '20k', 'orang', 'parkir', 'motor', '5k', 'atraksinya', 'bisa', 'speedboat', 'naik', 'kuda', 'dan', 'kulineran', 'sate', 'kelinci']","['kesini', 'gara', 'gara', 'viral', 'tiktok', 'telaga', 'danau', 'swiss', 'kesini', 'pas', 'weekend', 'htm', '20k', 'orang', 'parkir', 'motor', '5k', 'atraksinya', 'speedboat', 'kuda', 'kulineran', 'sate', 'kelinci']","['kesini', 'gara', 'gara', 'viral', 'tiktok', 'telaga', 'danau', 'swiss', 'kesini', 'pas', 'weekend', 'htm', '20k', 'orang', 'parkir', 'motor', '5k', 'atraksi', 'speedboat', 'kuda', 'kuliner', 'sate', 'kelinci']"
Chamdiyatus Sholichah,Datang kesini saat hari kerja.   Pengunjung tidak terlalu ramai.   Meskipun sudah jam 10.  00 WIB udara di sekitar Telaga masih sejuk.   …,Positif,,,Datang kesini saat hari kerja    Pengunjung tidak terlalu ramai    Meskipun sudah jam 10   00 WIB udara di sekitar Telaga masih sejuk    …,Datang kesini saat hari kerja    Pengunjung tidak terlalu ramai    Meskipun sudah jam 10   00 WIB udara di sekitar Telaga masih sejuk    ,Datang kesini saat hari kerja Pengunjung tidak terlalu ramai Meskipun sudah jam 10 00 WIB udara di sekitar Telaga masih sejuk ,datang kesini saat hari kerja pengunjung tidak terlalu ramai meskipun sudah jam 10 00 wib udara di sekitar telaga masih sejuk ,"['datang', 'kesini', 'saat', 'hari', 'kerja', 'pengunjung', 'tidak', 'terlalu', 'ramai', 'meskipun', 'sudah', 'jam', '10', '00', 'wib', 'udara', 'di', 'sekitar', 'telaga', 'masih', 'sejuk']","['datang', 'kesini', 'saat', 'hari', 'kerja', 'pengunjung', 'tidak', 'terlalu', 'ramai', 'meskipun', 'sudah', 'jam', '10', '00', 'wib', 'udara', 'di', 'sekitar', 'telaga', 'masih', 'sejuk']","['kesini', 'kerja', 'pengunjung', 'ramai', 'jam', '10', '00', 'wib', 'udara', 'telaga', 'sejuk']","['kesini', 'kerja', 'unjung', 'ramai', 'jam', '10', '00', 'wib', 'udara', 'telaga', 'sejuk']"
Rifqa amelia,"Tempat yang nyaman untuk healingg bersama keluarga dan teman, setiap weekand wajib kesini sih pokonya",Positif,,,Tempat yang nyaman untuk healingg bersama keluarga dan teman  setiap weekand wajib kesini sih pokonya,Tempat yang nyaman untuk healingg bersama keluarga dan teman  setiap weekand wajib kesini sih pokonya,Tempat yang nyaman untuk healingg bersama keluarga dan teman  setiap weekand wajib kesini sih pokonya,tempat yang nyaman untuk healingg bersama keluarga dan teman  setiap weekand wajib kesini sih pokonya,"['tempat', 'yang', 'nyaman', 'untuk', 'healingg', 'bersama', 'keluarga', 'dan', 'teman', 'setiap', 'weekand', 'wajib', 'kesini', 'sih', 'pokonya']","['tempat', 'yang', 'nyaman', 'untuk', 'healingg', 'bersama', 'keluarga', 'dan', 'teman', 'setiap', 'weekand', 'wajib', 'kesini', 'sih', 'pokonya']","['nyaman', 'healingg', 'keluarga', 'teman', 'weekand', 'wajib', 'kesini', 'sih', 'pokonya']","['nyaman', 'healingg', 'keluarga', 'teman', 'weekand', 'wajib', 'kesini', 'sih', 'poko']"
sri wahyuni,"Mesti nya ada bis Pariwisata medium & Tour gate,  beroprasi disana,  menambah pendapatan daerah,  menarik wisatawan,  Masjid di area Telaga tdk ada,  ada nya di Luar Pintu masuk Sarangan.   yang Ada mushola kecil & Toilet.  ",,,Positif,Mesti nya ada bis Pariwisata medium & Tour gate   beroprasi disana   menambah pendapatan daerah   menarik wisatawan   Masjid di area Telaga tdk ada   ada nya di Luar Pintu masuk Sarangan    yang Ada mushola kecil & Toilet,Mesti nya ada bis Pariwisata medium & Tour gate   beroprasi disana   menambah pendapatan daerah   menarik wisatawan   Masjid di area Telaga tdk ada   ada nya di Luar Pintu masuk Sarangan    yang Ada mushola kecil & Toilet,Mesti nya ada bis Pariwisata medium & Tour gate beroprasi disana menambah pendapatan daerah menarik wisatawan Masjid di area Telaga tdk ada ada nya di Luar Pintu masuk Sarangan yang Ada mushola kecil & Toilet,mesti nya ada bis pariwisata medium & tour gate beroprasi disana menambah pendapatan daerah menarik wisatawan masjid di area telaga tdk ada ada nya di luar pintu masuk sarangan yang ada mushola kecil & toilet,"['mesti', 'nya', 'ada', 'bis', 'pariwisata', 'medium', '&', 'tour', 'gate', 'beroprasi', 'disana', 'menambah', 'pendapatan', 'daerah', 'menarik', 'wisatawan', 'masjid', 'di', 'area', 'telaga', 'tdk', 'ada', 'ada', 'nya', 'di', 'luar', 'pintu', 'masuk', 'sarangan', 'yang', 'ada', 'mushola', 'kecil', '&', 'toilet']","['mesti', 'nya', 'ada', 'bis', 'pariwisata', 'medium', '&', 'tour', 'gate', 'beroprasi', 'disana', 'menambah', 'pendapatan', 'daerah', 'menarik', 'wisatawan', 'masjid', 'di', 'area', 'telaga', 'tidak', 'ada', 'ada', 'nya', 'di', 'luar', 'pintu', 'masuk', 'sarangan', 'yang', 'ada', 'mushola', 'kecil', '&', 'toilet']","['mesti', 'nya', 'bis', 'pariwisata', 'medium', '&', 'tour', 'gate', 'beroprasi', 'disana', 'menambah', 'pendapatan', 'daerah', 'menarik', 'wisatawan', 'masjid', 'area', 'telaga', 'nya', 'pintu', 'masuk', 'sarangan', 'mushola', '&', 'toilet']","['mesti', 'nya', 'bis', 'pariwisata', 'medium', '', 'tour', 'gate', 'beroprasi', 'sana', 'tambah', 'dapat', 'daerah', 'tarik', 'wisatawan', 'masjid', 'area', 'telaga', 'nya', 'pintu', 'masuk', 'sarangan', 'mushola', '', 'toilet']"
